gap_center,bird_y,dx,rel_pos,activations,total_activation,max_channel
131.42857142857144,300.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.22285714285714273]",2.222857142857143,2
131.42857142857144,320.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.3928571428571427, 0.0]",2.392857142857143,1
131.42857142857144,320.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.3928571428571427]",2.392857142857143,2
131.42857142857144,320.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.3928571428571427]",2.392857142857143,2
131.42857142857144,340.0,50.0,above_gap,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.5628571428571427, 0.0]",2.5628571428571427,1
131.42857142857144,340.0,100.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.5628571428571427]",2.5628571428571427,2
131.42857142857144,340.0,150.0,above_gap,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.5628571428571427]",2.5628571428571427,2
148.57142857142856,60.0,50.0,below_gap,"[0.0, 0.5871428571428573, 0.0, 0.0, 0.8178571428571427, 0.0, 0.0, 1.0, 0.0]",2.405,7
148.57142857142856,60.0,100.0,below_gap,"[0.0, 0.0, 0.5871428571428573, 0.0, 0.0, 0.8178571428571427, 0.0, 0.0, 1.0]",2.4050000000000002,8
148.57142857142856,60.0,150.0,below_gap,"[0.0, 0.0, 0.5871428571428573, 0.0, 0.0, 0.8178571428571427, 0.0, 0.0, 1.0]",2.4050000000000002,8
148.57142857142856,80.0,50.0,below_gap,"[0.0, 0.7571428571428572, 0.0, 0.0, 0.6478571428571427, 0.0, 0.0, 1.0, 0.0]",2.405,7
148.57142857142856,80.0,100.0,below_gap,"[0.0, 0.0, 0.7571428571428572, 0.0, 0.0, 0.6478571428571427, 0.0, 0.0, 1.0]",2.405,8
148.57142857142856,80.0,150.0,below_gap,"[0.0, 0.0, 0.7571428571428572, 0.0, 0.0, 0.6478571428571427, 0.0, 0.0, 1.0]",2.405,8
148.57142857142856,100.0,50.0,aligned,"[0.0, 0.9271428571428573, 0.0, 0.0, 0.47785714285714276, 0.0, 0.0, 1.0, 0.0]",2.4050000000000002,7
148.57142857142856,100.0,100.0,aligned,"[0.0, 0.0, 0.9271428571428573, 0.0, 0.0, 0.47785714285714276, 0.0, 0.0, 1.0]",2.4050000000000002,8
148.57142857142856,100.0,150.0,aligned,"[0.0, 0.0, 0.9271428571428573, 0.0, 0.0, 0.47785714285714276, 0.0, 0.0, 1.0]",2.4050000000000002,8
